,DT,Lufttemperatur,Vindstyrke,Solskinstid
311,2022-01-13 00:00:00,7.8500000000000005,2.2333333333333334,0.0
312,2022-01-13 01:00:00,7.766666666666667,1.4666666666666668,0.0
313,2022-01-13 02:00:00,7.8500000000000005,2.9,0.0
314,2022-01-13 03:00:00,7.866666666666667,2.9,0.0
315,2022-01-13 04:00:00,7.783333333333334,1.75,0.0
316,2022-01-13 05:00:00,7.866666666666667,3.516666666666667,0.0
317,2022-01-13 06:00:00,7.8500000000000005,3.516666666666666,0.0
318,2022-01-13 07:00:00,7.75,3.5500000000000003,0.0
319,2022-01-13 08:00:00,7.616666666666666,3.6666666666666665,0.0
320,2022-01-13 09:00:00,7.616666666666666,4.05,0.0
321,2022-01-13 10:00:00,7.616666666666666,2.5,0.0
322,2022-01-13 11:00:00,7.833333333333333,3.6666666666666665,0.0
323,2022-01-13 12:00:00,8.049999999999999,4.416666666666667,0.0
324,2022-01-13 13:00:00,8.183333333333332,5.25,0.0
325,2022-01-13 14:00:00,8.183333333333332,4.733333333333333,0.0
326,2022-01-13 15:00:00,8.3,4.66,0.0
327,2022-01-13 16:00:00,8.5,5.7,0.0
328,2022-01-13 17:00:00,8.983333333333333,5.433333333333334,0.0
329,2022-01-13 18:00:00,9.066666666666666,5.366666666666667,0.0
330,2022-01-13 19:00:00,9.316666666666668,8.166666666666666,0.0
331,2022-01-13 20:00:00,9.166666666666666,7.833333333333333,0.0
332,2022-01-13 21:00:00,8.016666666666667,7.233333333333333,0.0
333,2022-01-13 22:00:00,6.5,7.359999999999999,0.0
334,2022-01-13 23:00:00,6.16,6.42,0.0
335,2022-01-14 00:00:00,5.733333333333333,6.983333333333333,0.0
336,2022-01-14 01:00:00,5.6,7.040000000000001,0.0
337,2022-01-14 02:00:00,5.8,7.516666666666667,0.0
338,2022-01-14 03:00:00,5.783333333333334,7.1499999999999995,0.0
339,2022-01-14 04:00:00,5.716666666666666,7.783333333333334,0.0
340,2022-01-14 05:00:00,5.8,8.14,0.0
341,2022-01-14 06:00:00,5.220000000000001,7.839999999999999,0.0
342,2022-01-14 07:00:00,4.75,6.75,0.0
343,2022-01-14 08:00:00,4.5,6.05,0.0
344,2022-01-14 09:00:00,4.366666666666666,3.9499999999999997,0.0
345,2022-01-14 10:00:00,4.266666666666667,3.733333333333333,14.3
346,2022-01-14 11:00:00,4.516666666666667,3.0666666666666664,0.0
347,2022-01-14 12:00:00,4.566666666666666,3.9,0.0
348,2022-01-14 13:00:00,4.633333333333333,2.1333333333333333,0.0
349,2022-01-14 14:00:00,4.483333333333333,2.5833333333333335,0.0
350,2022-01-14 15:00:00,4.016666666666667,2.15,0.0
351,2022-01-14 16:00:00,3.716666666666667,0.75,0.0
352,2022-01-14 17:00:00,3.783333333333333,1.3,0.0
353,2022-01-14 18:00:00,2.6999999999999997,1.0,0.0
354,2022-01-14 19:00:00,2.04,1.4600000000000002,0.0
355,2022-01-14 20:00:00,1.5999999999999999,1.55,0.0
356,2022-01-14 21:00:00,1.45,1.7333333333333334,0.0
357,2022-01-14 22:00:00,1.3166666666666667,1.7,0.0
358,2022-01-14 23:00:00,1.55,1.45,0.0
359,2022-01-15 00:00:00,1.8166666666666667,1.4166666666666667,0.0
360,2022-01-15 01:00:00,2.0500000000000003,1.7,0.0
361,2022-01-15 02:00:00,2.183333333333333,2.4333333333333336,0.0
362,2022-01-15 03:00:00,2.2666666666666666,2.5833333333333335,0.0
363,2022-01-15 04:00:00,2.5166666666666666,2.8166666666666664,0.0
364,2022-01-15 05:00:00,2.8833333333333333,3.4499999999999997,0.0
365,2022-01-15 06:00:00,3.016666666666667,3.6833333333333336,0.0
366,2022-01-15 07:00:00,2.8499999999999996,3.5,0.0
367,2022-01-15 08:00:00,2.6,4.1,0.0
368,2022-01-15 09:00:00,1.9666666666666668,5.6000000000000005,0.0
369,2022-01-15 10:00:00,1.1666666666666667,5.866666666666667,0.0
370,2022-01-15 11:00:00,1.9333333333333333,6.3999999999999995,0.0
371,2022-01-15 12:00:00,2.65,6.3,0.0
372,2022-01-15 13:00:00,3.1833333333333336,4.316666666666666,0.0
373,2022-01-15 14:00:00,3.4,4.216666666666667,0.0
374,2022-01-15 15:00:00,3.4333333333333336,4.066666666666666,0.0
375,2022-01-15 16:00:00,3.6333333333333333,4.566666666666666,0.0
376,2022-01-15 17:00:00,3.75,4.725,0.0
377,2022-01-15 18:00:00,3.9499999999999997,3.1999999999999997,0.0
378,2022-01-15 19:00:00,4.216666666666667,3.016666666666667,0.0
379,2022-01-15 20:00:00,4.433333333333334,3.3666666666666667,0.0
380,2022-01-15 21:00:00,4.733333333333333,3.033333333333333,0.0
381,2022-01-15 22:00:00,4.983333333333333,3.9166666666666665,0.0
382,2022-01-15 23:00:00,5.0,4.466666666666667,0.0
383,2022-01-16 00:00:00,4.983333333333333,4.816666666666666,0.0
384,2022-01-16 01:00:00,5.0,4.1,0.0
385,2022-01-16 02:00:00,4.966666666666667,3.6666666666666665,0.0
386,2022-01-16 03:00:00,4.76,2.8600000000000003,0.0
387,2022-01-16 04:00:00,4.683333333333334,4.3,0.0
388,2022-01-16 05:00:00,4.766666666666667,5.55,0.0
389,2022-01-16 06:00:00,4.583333333333333,4.25,0.0
390,2022-01-16 07:00:00,5.2,3.9166666666666665,0.0
391,2022-01-16 08:00:00,5.26,6.26,0.0
392,2022-01-16 09:00:00,4.816666666666666,5.333333333333333,0.0
393,2022-01-16 10:00:00,4.516666666666667,4.583333333333333,0.0
394,2022-01-16 11:00:00,4.316666666666667,5.3999999999999995,0.0
395,2022-01-16 12:00:00,3.4166666666666665,3.283333333333333,0.0
396,2022-01-16 13:00:00,4.1499999999999995,1.7666666666666666,0.0
397,2022-01-16 14:00:00,2.783333333333333,2.8000000000000003,0.0
398,2022-01-16 15:00:00,2.6,2.5,0.0
399,2022-01-16 16:00:00,4.566666666666666,5.583333333333333,0.0
400,2022-01-16 17:00:00,5.433333333333334,7.183333333333333,0.0
401,2022-01-16 18:00:00,4.083333333333333,8.283333333333333,0.0
402,2022-01-16 19:00:00,3.9666666666666663,6.8,0.0
403,2022-01-16 20:00:00,4.3500000000000005,8.416666666666666,0.0
404,2022-01-16 21:00:00,3.733333333333333,8.816666666666666,0.0
405,2022-01-16 22:00:00,3.1999999999999997,8.716666666666667,0.0
406,2022-01-16 23:00:00,2.716666666666667,8.683333333333334,0.0
407,2022-01-17 00:00:00,2.1999999999999997,9.683333333333334,0.0
408,2022-01-17 01:00:00,1.7833333333333332,7.966666666666666,0.0
409,2022-01-17 02:00:00,2.4499999999999997,8.083333333333334,0.0
410,2022-01-17 03:00:00,0.9166666666666666,7.3500000000000005,0.0
411,2022-01-17 04:00:00,1.1333333333333333,5.633333333333333,0.0
412,2022-01-17 05:00:00,1.2666666666666666,6.7,0.0
413,2022-01-17 06:00:00,2.0,5.916666666666667,0.0
414,2022-01-17 07:00:00,2.1166666666666667,4.283333333333333,0.0
415,2022-01-17 08:00:00,2.1333333333333333,3.733333333333333,0.0
416,2022-01-17 09:00:00,2.3833333333333333,3.5500000000000003,1.0
417,2022-01-17 10:00:00,2.9166666666666665,4.016666666666667,0.0
418,2022-01-17 11:00:00,3.633333333333333,2.2,0.0
444,2022-01-18 13:00:00,6.0,3.5,0.0
452,2022-01-18 21:00:00,6.3,5.0,0.0
453,2022-01-18 22:00:00,6.383333333333333,5.416666666666667,0.0
454,2022-01-18 23:00:00,6.316666666666666,4.483333333333333,0.0
455,2022-01-19 00:00:00,6.333333333333333,6.3500000000000005,0.0
456,2022-01-19 01:00:00,6.416666666666667,5.816666666666666,0.0
457,2022-01-19 02:00:00,6.5,3.0666666666666664,0.0
458,2022-01-19 03:00:00,6.783333333333334,1.8166666666666667,0.0
459,2022-01-19 04:00:00,6.8,2.466666666666667,0.0
460,2022-01-19 05:00:00,6.75,4.7,0.0
461,2022-01-19 06:00:00,6.7,5.66,0.0
462,2022-01-19 07:00:00,6.8,5.733333333333333,0.0
463,2022-01-19 08:00:00,6.933333333333334,3.0833333333333335,0.0
464,2022-01-19 09:00:00,6.133333333333333,5.2,0.0
465,2022-01-19 10:00:00,3.9333333333333336,7.333333333333333,0.0
466,2022-01-19 11:00:00,3.516666666666667,8.166666666666666,0.0
467,2022-01-19 12:00:00,3.266666666666667,11.466666666666667,0.0
468,2022-01-19 13:00:00,2.56,10.78,0.0
469,2022-01-19 14:00:00,1.5333333333333332,10.35,0.0
